data,produto,categoria,estado,canal,vendas,quantidade,preco_unitario,custo,lucro,avaliacao_cliente
2024-09-19,Tablet Plus,Telefonia,PR,Online,4750.74,2,2375.37,1706.03,1338.68,4.0
2024-08-28,Webcam HD,Periféricos,GO,Online,1052.48,4,263.12,135.31,511.24,4.1
2024-04-18,Smartwatch,Telefonia,GO,Online,895.94,1,895.94,627.12,268.82,4.1
2024-02-18,Smartphone X,Telefonia,RS,Online,12065.0,4,3016.25,2124.72,3566.12,3.9
2024-09-20,Headset,Áudio,BA,Loja Física,1109.36,4,277.34,132.06,581.12,4.2
2024-09-15,Mouse Gamer,Periféricos,ES,Online,160.85,1,160.85,94.93,65.92,4.3
2024-04-25,Mouse Gamer,Periféricos,GO,Marketplace,510.6,3,170.2,89.35,242.55,4.3
2024-07-26,Teclado Mecânico,Periféricos,ES,Loja Física,273.36,1,273.36,154.78,118.58,3.8
2024-10-05,Caixa de Som,Áudio,BA,Marketplace,380.13,1,380.13,246.74,133.39,4.1
2024-05-28,Tablet Plus,Telefonia,GO,Marketplace,6100.23,3,2033.41,1589.54,1331.61,4.2
2024-09-28,Headset,Áudio,SP,Loja Física,521.04,2,260.52,143.86,233.32,3.5
2024-12-26,Headset,Áudio,ES,Online,270.57,1,270.57,140.07,130.5,3.2
2024-07-14,Teclado Mecânico,Periféricos,BA,Loja Física,1423.56,4,355.89,158.47,789.68,4.5
2024-01-12,Webcam HD,Periféricos,MG,Online,"R$ 787,17",3,262.39,134.43,383.88,4.5
2024-01-14,Notebook Pro,Informática,RJ,Marketplace,15784.28,4,3946.07,3199.79,2985.12,3.6
2024-07-24,Headset,Áudio,MG,Marketplace,790.65,3,263.55,147.97,346.74,4.1
2024-11-05,Caixa de Som,Áudio,SP,Loja Física,2721.2,8,340.15,222.88,938.16,4.4
2024-01-25,Tablet Plus,Telefonia,BA,Online,4318.12,2,2159.06,1638.42,1041.28,2.7
2024-03-19,Caixa de Som,Áudio,RS,Online,1626.12,4,406.53,229.03,710.0,4.4
2024-05-20,Teclado Mecânico,Periféricos,RJ,Online,1849.5,6,308.25,162.11,876.84,4.8
2024-10-13,Caixa de Som,Áudio,SP,Loja Física,1164.15,3,388.05,222.22,497.49,3.8
2024-11-24,Smartwatch,Telefonia,RS,Loja Física,3044.82,3,1014.94,671.39,1030.65,3.6
2024-04-06,Tablet Plus,Telefonia,RJ,Loja Física,8402.04,4,2100.51,1590.64,2039.48,4.5
2024-11-03,Teclado Mecânico,Periféricos,PE,Online,1762.14,6,293.69,185.08,651.66,4.5
2024-04-25,Mouse Gamer,Periféricos,ES,Loja Física,988.44,6,164.74,97.17,405.42,3.0
2024-01-14,Webcam HD,Periféricos,SC,Marketplace,435.36,2,217.68,128.19,178.98,3.5
2024-08-17,Tablet Plus,Telefonia,PE,Loja Física,9831.0,5,1966.2,1560.12,2030.4,3.5
2024-03-05,Webcam HD,Periféricos,SC,Online,1152.6,5,230.52,120.68,549.2,4.4
2024-06-21,Caixa de Som,Áudio,BA,Marketplace,1129.26,3,376.42,241.26,405.48,3.4
2024-11-03,Smartwatch,Telefonia,BA,Marketplace,2745.54,3,915.18,678.56,709.86,3.4
2024-08-14,Tablet Plus,Telefonia,RJ,Marketplace,3657.84,2,1828.92,1686.82,284.2,3.9
2024-04-22,Mouse Gamer,Periféricos,ES,Marketplace,819.3,5,163.86,85.88,389.9,3.8
2024-01-10,Monitor 27,Informática,BA,Marketplace,4403.16,3,1467.72,1014.59,1359.39,4.2
2024-09-03,Mouse Gamer,Periféricos,MG,Loja Física,921.55,5,184.31,102.42,409.45,4.7
2024-12-08,Teclado Mecânico,Periféricos,GO,Loja Física,643.2,2,321.6,180.96,281.28,4.8
2024-04-10,Teclado Mecânico,Periféricos,RJ,Online,2108.58,6,351.43,178.67,1036.56,4.2
2024-01-17,Caixa de Som,Áudio,PE,Online,359.69,1,359.69,246.57,113.12,3.9
2024-01-28,Headset,Áudio,RJ,Loja Física,446.0,2,223.0,161.3,123.4,4.1
2024-01-08,Headset,Áudio,BA,Marketplace,1221.3,5,244.26,137.2,535.3,4.7
2024-02-18,Caixa de Som,Áudio,SP,Marketplace,1087.59,3,362.53,243.28,357.75,4.0
2024-09-22,Monitor 27,Informática,BA,Marketplace,3115.26,2,1557.63,983.35,1148.56,4.1
2024-06-29,Tablet Plus,Telefonia,ES,Online,6718.05,3,2239.35,1450.15,2367.6,4.4
2024-01-10,Mouse Gamer,Periféricos,GO,Loja Física,707.88,4,176.97,91.61,341.44,3.4
2024-11-10,Teclado Mecânico,Periféricos,BA,Loja Física,344.94,1,344.94,174.48,170.46,3.7
2024-07-31,Mouse Gamer,Periféricos,RJ,Loja Física,837.68,4,209.42,88.09,485.32,4.5
2024-02-08,Headset,Áudio,PE,Marketplace,1215.4,5,243.08,160.92,410.8,3.9
2024-12-25,Tablet Plus,Telefonia,BA,ONLINE,4278.68,2,2139.34,1536.33,1206.02,4.0
2024-05-29,Mouse Gamer,Periféricos,RS,Marketplace,682.48,4,170.62,91.99,314.52,4.3
2024-03-28,Headset,Áudio,SC,Online,446.26,2,223.13,157.23,131.8,4.6
2024-01-03,Webcam HD,Periféricos,GO,Online,824.76,4,206.19,135.88,281.24,4.4
2024-10-07,Caixa de Som,Áudio,SP,Marketplace,1214.76,3,404.92,226.54,535.14,4.0
2024-05-08,Notebook Pro,Informática,SC,Marketplace,21573.95,5,4314.79,2940.87,6869.6,3.7
2024-11-15,Smartphone X,Telefonia,PE,Online,8795.52,3,2931.84,2310.41,1864.29,4.4
2024-08-18,Notebook Pro,Informática,SP,Loja Física,36140.72,8,4517.59,3227.7,10319.12,3.0
2024-03-26,Tablet Plus,Telefonia,PE,Loja Física,8558.88,4,2139.72,1626.91,2051.24,4.4
2024-01-20,Headset,Áudio,PE,Loja Física,250.9,1,250.9,156.5,94.4,3.8
2024-04-10,Teclado Mecânico,Periféricos,RS,Marketplace,887.7,3,295.9,193.08,308.46,4.3
2024-08-14,Caixa de Som,Áudio,BA,Loja Física,1813.5,5,362.7,224.26,692.2,3.5
2024-09-29,Tablet Plus,Telefonia,SC,Marketplace,5059.56,2,2529.78,1497.52,2064.52,4.1
2024-12-01,Caixa de Som,Áudio,SP,Online,2872.08,8,359.01,229.72,1034.32,3.9
2024-06-06,Smartphone X,Telefonia,SC,Online,5970.88,2,2985.44,2099.11,1772.66,4.8
2024-12-31,Smartphone X,Telefonia,SP,Loja Física,18318.3,7,2616.9,2169.71,3130.33,3.8
2024-01-19,Smartphone X,Telefonia,SC,Marketplace,2756.62,1,2756.62,2009.68,746.94,3.2
2024-05-25,Caixa de Som,Áudio,BA,Marketplace,1153.98,3,384.66,238.52,438.42,4.3
2024-11-08,Smartwatch,Telefonia,GO,Loja Física,4969.15,5,993.83,722.61,1356.1,3.5
2024-08-27,Caixa de Som,Áudio,SP,Online,2163.42,6,360.57,234.19,758.28,3.6
2024-05-17,Headset,Áudio,PR,Loja Física,892.88,4,223.22,152.91,281.24,3.9
2024-02-04,Smartwatch,Telefonia,GO,Loja Física,4675.9,5,935.18,635.62,1497.8,4.2
2024-02-18,Webcam HD,Periféricos,RS,Online,1190.15,5,238.03,137.09,504.7,4.8
2024-05-05,Notebook Pro,Informática,ES,Marketplace,14386.44,3,4795.48,3408.99,4159.47,3.8
2024-11-21,Smartphone X,Telefonia,PE,Online,10304.6,4,2576.15,2093.23,1931.68,4.6
2024-07-31,Caixa de Som,Áudio,RJ,Loja Física,724.32,2,362.16,234.9,254.52,3.9
2024-04-29,Headset,Áudio,GO,Loja Física,795.3,3,265.1,160.44,313.98,3.9
2024-03-10,Headset,Áudio,RS,Marketplace,733.38,3,244.46,128.18,348.84,4.4
2024-01-07,Caixa de Som,Áudio,SP,Loja Física,1530.44,4,382.61,234.85,591.04,4.8
2024-05-22,Tablet Plus,Telefonia,ES,Marketplace,6767.07,3,2255.69,1595.32,1981.11,4.2
2024-05-21,Teclado Mecânico,Periféricos,BA,Marketplace,1439.45,5,287.89,183.17,523.6,3.4
2024-12-10,Notebook Pro,Informática,GO,Online,14242.35,3,4747.45,3149.08,4795.11,3.9
2024-10-15,Mouse Gamer,Periféricos,ES,Loja Física,180.89,1,180.89,97.44,83.45,4.3
2024-06-17,Caixa de Som,Áudio,SP,Marketplace,1738.36,4,434.59,211.54,892.2,4.2
2024-04-07,Teclado Mecânico,Periféricos,RS,Marketplace,318.52,1,318.52,175.16,143.36,4.9
2024-05-04,Headset,Áudio,GO,Marketplace,561.72,2,280.86,147.28,267.16,4.1
2024-02-28,Headset,Áudio,SC,Online,517.56,2,258.78,144.34,228.88,4.5
2024-10-03,Caixa de Som,Áudio,ES,Online,720.52,2,360.26,231.69,257.14,4.9
2024-08-19,Webcam HD,Periféricos,MG,Online,749.46,3,249.82,132.48,352.02,4.2
2024-01-26,Monitor 27,Informática,PE,Marketplace,11789.4,7,1684.2,964.21,5039.93,3.7
2024-02-13,Teclado Mecânico,Periféricos,SP,Online,1606.96,4,401.74,183.23,874.04,3.9
2024-03-29,Smartwatch,Telefonia,PR,Marketplace,1868.8,2,934.4,597.06,674.68,3.9
2024-09-24,Headset,Áudio,RJ,Online,264.17,1,264.17,153.26,110.91,
2024-03-25,Headset,Áudio,PE,Marketplace,1387.68,6,231.28,125.16,636.72,4.5
2024-09-24,Caixa de Som,Áudio,MG,Online,1420.4,4,355.1,240.89,456.84,4.1
2024-12-28,Webcam HD,Periféricos,RS,Online,690.3,3,230.1,132.32,293.34,4.5
2024-04-16,Smartphone X,Telefonia,GO,Marketplace,13296.75,5,2659.35,2142.85,2582.5,3.8
2024-01-16,Smartwatch,Telefonia,RS,Online,2919.12,3,973.04,664.33,926.13,3.9
2024-06-10,Monitor 27,Informática,ES,Marketplace,1420.39,1,1420.39,981.92,438.47,3.9
2024-12-18,Smartwatch,Telefonia,ES,Online,2563.35,3,854.45,668.87,556.74,4.1
2024-05-13,Notebook Pro,Informática,PR,Marketplace,9166.0,2,4583.0,3344.98,2476.04,3.9
2024-12-29,Caixa de Som,Áudio,SC,Online,727.6,2,363.8,231.85,263.9,4.3
2024-10-12,Teclado Mecânico,Periféricos,RS,Loja Física,1194.0,4,298.5,173.89,498.44,3.8
2024-02-10,Teclado Mecânico,Periféricos,GO,Marketplace,671.16,2,335.58,167.66,335.84,4.9
2024-05-29,Smartphone X,Telefonia,SP,Online,17631.48,6,2938.58,2039.9,5392.08,4.5
2024-10-15,Mouse Gamer,Periféricos,GO,Online,674.48,4,168.62,101.81,267.24,3.7
2024-06-04,Notebook Pro,Informática,MG,Online,4369.28,1,4369.28,3261.42,1107.86,4.0
2024-10-29,Teclado Mecânico,Periféricos,SP,Online,605.3,2,302.65,185.55,234.2,4.3
2024-02-08,Headset,Áudio,PR,Marketplace,1102.12,4,275.53,146.59,515.76,3.5
2024-02-15,Smartwatch,Telefonia,SP,Online,6585.95,7,940.85,565.27,2629.06,4.6
2024-01-30,Webcam HD,Periféricos,SC,Online,801.3,3,267.1,129.61,412.47,4.1
2024-09-26,Caixa de Som,Áudio,GO,Loja Física,1209.48,3,403.16,223.99,537.51,4.3
2024-10-01,Tablet Plus,Telefonia,SP,Loja Física,12069.06,6,2011.51,1611.32,2401.14,3.8
2024-04-29,Headset,Áudio,ES,Marketplace,1192.92,4,298.23,147.99,600.96,3.8
2024-11-15,Mouse Gamer,Periféricos,SC,Loja Física,187.61,1,187.61,99.25,88.36,3.6
2024-02-10,Mouse Gamer,Periféricos,RS,Loja Física,771.8,4,192.95,100.14,371.24,4.1
2024-05-06,Headset,Áudio,RJ,Loja Física,1841.16,6,306.86,145.46,968.4,4.4
2024-09-24,Smartphone X,Telefonia,RJ,Online,12241.04,4,3060.26,1983.15,4308.44,4.3
2024-07-19,Smartphone X,Telefonia,PR,Online,11775.16,4,2943.79,2182.31,3045.92,5.0
2024-11-27,Teclado Mecânico,Periféricos,ES,Marketplace,1369.64,4,342.41,175.8,666.44,3.6
2024-11-03,Smartwatch,Telefonia,PE,Marketplace,7788.69,9,865.41,697.65,1509.84,4.8
2024-06-05,Teclado Mecânico,Periféricos,MG,Loja Física,2090.34,6,348.39,176.08,1033.86,3.8
2024-03-16,Mouse Gamer,Periféricos,PE,Online,1419.76,8,177.47,95.7,654.16,4.4
2024-12-26,Tablet Plus,Telefonia,ES,Online,19061.82,9,2117.98,1540.19,5200.11,4.1
2024-03-01,Tablet Plus,Telefonia,MG,Loja Física,6281.34,3,2093.78,1510.07,1751.13,3.7
2024-04-02,Caixa de Som,Áudio,BA,Online,2993.52,8,374.19,195.26,1431.44,3.5
2024-12-05,Headset,Áudio,RJ,Online,1378.08,6,229.68,147.22,494.76,3.9
2024-12-06,Headset,Áudio,GO,Loja Física,253.41,1,253.41,145.42,107.99,3.9
2024-08-20,Mouse Gamer,Periféricos,RS,Online,354.4,2,177.2,89.95,174.5,4.3
2024-11-02,Tablet Plus,Telefonia,BA,Marketplace,11333.65,5,2266.73,1544.04,3613.45,3.7
2024-05-06,Smartwatch,Telefonia,BA,Online,1669.92,2,834.96,579.68,510.56,3.5
2024-04-18,Headset,Áudio,ES,Online,278.62,1,278.62,145.65,132.97,4.3
2024-08-02,Caixa de Som,Áudio,SP,Loja Física,2466.8,7,352.4,238.11,800.03,4.5
2024-05-26,Smartwatch,Telefonia,PE,Online,6702.78,6,1117.13,642.0,2850.78,4.6
2024-08-30,Tablet Plus,Telefonia,BA,Marketplace,10358.6,5,2071.72,1664.06,2038.3,4.5
2024-11-02,Headset,Áudio,RJ,Marketplace,1562.34,6,260.39,156.37,624.12,4.1
2024-02-08,Smartwatch,Telefonia,BA,Loja Física,3993.52,4,998.38,652.28,1384.4,3.7
2024-10-22,Tablet Plus,Telefonia,RJ,Marketplace,11270.75,5,2254.15,1321.93,4661.1,4.7
2024-11-06,Caixa de Som,Áudio,BA,Loja Física,1571.6,4,392.9,232.21,642.76,3.5
2024-08-10,Tablet Plus,Telefonia,PR,Loja Física,12458.04,6,2076.34,1534.32,3252.12,3.7
2024-04-16,Monitor 27,Informática,PE,Online,9544.71,7,1363.53,924.5,3073.21,3.7
2024-05-01,Teclado Mecânico,Periféricos,SP,Marketplace,"R$ 663,80",2,331.9,169.97,323.86,3.0
2024-06-20,Notebook Pro,Informática,BA,Online,13417.29,3,4472.43,3247.59,3674.52,3.4
2024-11-08,Notebook Pro,Informática,PE,Online,16335.52,4,4083.88,3359.86,2896.08,5.0
2024-06-04,Teclado Mecânico,Periféricos,SP,Online,629.0,2,314.5,176.67,275.66,4.6
2024-05-27,Smartphone X,Telefonia,SC,Loja Física,9304.12,4,2326.03,2260.48,262.2,3.8
2024-10-31,Monitor 27,Informática,MG,Marketplace,8777.4,6,1462.9,1069.06,2363.04,4.9
2024-01-31,Smartphone X,Telefonia,GO,Marketplace,2894.99,1,2894.99,2040.3,854.69,4.0
2024-03-07,Headset,Áudio,MG,Online,1074.04,4,268.51,140.12,513.56,4.0
2024-11-01,Caixa de Som,Áudio,BA,Marketplace,1128.48,3,376.16,214.87,483.87,4.0
2024-05-01,Smartphone X,Telefonia,SP,Online,16351.32,6,2725.22,2247.81,2864.46,4.4
2024-10-11,Mouse Gamer,Periféricos,MG,Loja Física,158.6,1,158.6,98.02,60.58,3.1
2024-06-13,Smartwatch,Telefonia,GO,Online,6502.16,8,812.77,629.87,1463.2,3.9
2024-12-08,Mouse Gamer,Periféricos,SC,Loja Física,172.19,1,172.19,90.51,81.68,3.7
2024-12-06,Headset,Áudio,GO,Loja Física,484.02,2,242.01,150.55,182.92,4.2
2024-04-01,Caixa de Som,Áudio,PR,Marketplace,1515.32,4,378.83,238.71,560.48,3.7
2024-04-08,Headset,Áudio,PE,Online,1114.84,4,278.71,167.65,444.24,4.7
2024-06-13,Smartphone X,Telefonia,SP,Marketplace,8705.73,3,2901.91,2157.34,2233.71,4.3
2024-05-26,Monitor 27,Informática,RS,Loja Física,5326.92,4,1331.73,880.71,1804.08,4.5
2024-02-16,Tablet Plus,Telefonia,GO,Online,4294.12,2,2147.06,1488.11,1317.9,4.6
2024-02-15,Tablet Plus,Telefonia,ES,Marketplace,6629.46,3,2209.82,1570.2,1918.86,3.8
2024-03-10,Mouse Gamer,Periféricos,RS,Marketplace,198.17,1,198.17,89.84,108.33,3.7
2024-08-03,Headset,Áudio,SC,Loja Física,1887.44,8,235.93,148.0,703.44,4.3
2024-06-27,Teclado Mecânico,Periféricos,RJ,Loja Física,1033.35,3,344.45,202.79,424.98,3.5
2024-08-26,Headset,Áudio,RS,Loja Física,1309.3,5,261.86,148.22,568.2,3.9
2024-04-25,Mouse Gamer,Periféricos,ES,Marketplace,168.56,1,168.56,88.72,79.84,3.6
2024-11-20,Teclado Mecânico,Periféricos,SC,Online,2924.28,9,324.92,201.14,1114.02,4.1
2024-06-19,Smartphone X,Telefonia,GO,Online,9125.46,3,3041.82,2279.67,2286.45,4.8
2024-07-22,Tablet Plus,Telefonia,MG,Online,4489.76,2,2244.88,1638.64,1212.48,4.4
2024-11-22,Mouse Gamer,Periféricos,RS,Marketplace,1114.89,7,159.27,96.03,442.68,4.1
2024-02-04,Smartwatch,Telefonia,BA,Loja Física,1932.2,2,966.1,618.01,696.18,4.0
2024-09-16,Smartphone X,Telefonia,ES,Online,5535.26,2,2767.63,2000.16,1534.94,4.1
2024-07-06,Caixa de Som,Áudio,ES,Online,2465.82,6,410.97,235.39,1053.48,4.6
2024-05-24,Mouse Gamer,Periféricos,PR,Marketplace,1260.28,7,180.04,93.98,602.42,4.0
2024-01-13,Smartphone X,Telefonia,RJ,Online,5885.06,2,2942.53,2064.83,1755.4,4.7
2024-08-02,Headset,Áudio,ES,Loja Física,823.74,3,274.58,147.49,381.27,4.3
2024-02-22,Caixa de Som,Áudio,SP,Marketplace,2137.6,5,427.52,224.39,1015.65,3.4
2024-10-07,Monitor 27,Informática,PE,Loja Física,1471.33,1,1471.33,1085.87,385.46,4.6
2024-02-21,Notebook Pro,Informática,PR,Loja Física,19782.0,4,4945.5,2808.93,8546.28,3.9
2024-02-22,Teclado Mecânico,Periféricos,PE,Loja Física,1420.24,4,355.06,167.52,750.16,4.0
2024-09-20,Mouse Gamer,Periféricos,GO,Loja Física,463.59,3,154.53,91.04,190.47,3.8
2024-12-19,Tablet Plus,Telefonia,ES,Loja Física,4514.46,2,2257.23,1469.07,1576.32,3.9
2024-08-28,Smartphone X,Telefonia,MG,Marketplace,8410.32,3,2803.44,2220.34,1749.3,3.5
2024-12-08,Notebook Pro,Informática,BA,Loja Física,15057.27,3,5019.09,3189.24,5489.55,3.9
2024-11-15,Teclado Mecânico,Periféricos,GO,Online,936.66,3,312.22,165.46,440.28,3.8
2024-06-10,Teclado Mecânico,Periféricos,SP,Marketplace,1818.06,6,303.01,178.28,inf,4.4
